1_id,1_span,1_anno_default_ns:cat,1_meta_annis:doc,2_id,2_span,2_anno_default_ns:cat,Stellung,Ausgabereihenfolge,Eigenname,Fehltreffer,random,wordcount
32105000,der Holländer in 150.,NP,Mercurius-1667,32104999,der Holländer,NP,prae,574,n,n,NA,2
32105589,von des Herrn Admiral de Reiters Schiffe,PP,Mercurius-1667,32105591,des Herrn Admiral de Reiters,NP,prae,575,n,n,NA,5
32105697,mit des Tages Neigung,PP,Mercurius-1667,32105699,des Tages,NP,prae,576,n,n,NA,2
32105809,des Königes von Engeland Antwort über hiesige Tractaten,NP,Mercurius-1667,32105808,des Königes von Engeland,NP,prae,577,n,n,NA,4
32105836,zu der gantzen Versamlung Vergnügen,PP,Mercurius-1667,32105838,der gantzen Versamlung,NP,prae,578,n,n,NA,3
32106141,hingegen aber der Frantzosen grossen Progreß,NP,Mercurius-1667,32106144,der Frantzosen,NP,prae,579,n,n,NA,2
32106614,des Schwed. Reichs Feld-Herrn HochGräfl. Excellentz,NP,Mercurius-1667,32106613,des Schwed. Reichs Feld-Herrn,NP,prae,580,n,n,NA,4
32106642,des daselbst verstorbenen Schwed. Herrn Reichs Schatzmeisters Leichnam,NP,Mercurius-1667,32106641,des daselbst verstorbenen Schwed. Herrn Reichs Schatzmeisters,NP,prae,581,n,n,NA,7
32106751,des Schwedischen Reichs-Feld-Herrn HochGräfl. Excellentz,NP,Mercurius-1667,32106750,des Schwedischen Reichs-Feld-Herrn,NP,prae,582,n,n,NA,3
32106917,des verstorbenen Pabsts angefangene Gebäue,NP,Mercurius-1667,32106916,des verstorbenen Pabsts,NP,prae,583,n,n,NA,3
32106939,des vorigen Pabsts meiste Diener,NP,Mercurius-1667,32106938,des vorigen Pabsts,NP,prae,584,n,n,NA,3
32107010,des jetzigen Pabsts Freunde / welche zu hohen Würden steigen,NP,Mercurius-1667,32107009,des jetzigen Pabsts,NP,prae,585,n,n,NA,3
32107720,in des Königes von Franckreich Gewalt / derer man anjetzo nicht wiederstehen könnte,PP,Mercurius-1667,32107722,des Königes von Franckreich,NP,prae,586,n,n,NA,4
32107757,biß zu der Reichs-Stände Schluß,PP,Mercurius-1667,32107760,der Reichs-Stände,NP,prae,587,n,n,NA,2
32108124,des Pabsts grosse Inclination zum Frieden mit Portugall,NP,Mercurius-1667,32108123,des Pabsts,NP,prae,588,n,n,NA,2
32108872,des Gouverneurs Willogby Sohn,NP,Mercurius-1667,32108871,des Gouverneurs Willogby,NP,prae,589,j,n,NA,3
32109172,vor der Kauffleuthe Rechnung,PP,Mercurius-1667,32109174,der Kauffleuthe,NP,prae,590,n,n,NA,2
32109791,Des Schwed. Reichs-Feld-Herrn Hoch Gräfl. Excellentz,NP,Mercurius-1667,32109790,Des Schwed. Reichs-Feld-Herrn,NP,prae,591,n,n,NA,3
32109984,der Königl. Regentin Resolution,NP,Mercurius-1667,32109983,der Königl. Regentin,NP,prae,592,n,n,NA,3
32110155,des Marquis de Castel Rodrigo von Brüssel an den Gouverneur von Meyland abgeschickte Briefe,NP,Mercurius-1667,32110154,des Marquis de Castel Rodrigo von Brüssel,NP,prae,593,j,n,NA,7
32110229,Unsers Königes Werbungen,NP,Mercurius-1667,32110228,Unsers Königes,NP,prae,594,n,n,NA,2
32110279,auff des Königes Ordre,PP,Mercurius-1667,32110281,des Königes,NP,prae,595,n,n,NA,2
32110383,zu des Lägers Bezahlung,PP,Mercurius-1667,32110385,des Lägers,NP,prae,596,n,n,NA,2
32110625,bey der unsrigen Attaque,PP,Mercurius-1667,32110627,der unsrigen,NP,prae,597,n,n,NA,2
32110756,Nach des Päbstischen Nuntij Mediations Anbietung,PP,Mercurius-1667,32110760,des Päbstischen Nuntij,NP,prae,598,n,n,NA,3
32111035,Des Capitain Montags Schiff,NP,Mercurius-1667,32111034,Des Capitain Montags,NP,prae,599,n,n,NA,3
32111080,von unsrer Floote 3 Convoyern,PP,Mercurius-1667,32111082,unsrer Floote,NP,prae,600,n,n,NA,2
32111292,I. H F. Durchl. von Holstein Hertzogen Jochim Ernst des Jüngern Plönischer Linie Regiment,NP,Mercurius-1667,32111291,I. H F. Durchl. von Holstein Hertzogen Jochim Ernst des Jüngern Plönischer Linie,NP,prae,601,n,n,NA,13
32111490,auff der Reichs Stände ergangene Resolution,PP,Mercurius-1667,32111492,der Reichs Stände,NP,prae,602,n,n,NA,3
32111770,von der benachbarten Völcker Auffbruche,PP,Mercurius-1667,32111773,der benachbarten Völcker,NP,prae,603,n,n,NA,3
32111784,Des Schwed. Reichs-Feld Herrn Hoch Gräfl. Excellentz,NP,Mercurius-1667,32111783,Des Schwed. Reichs-Feld Herrn,NP,prae,604,n,n,NA,4
32112432,ohne der unsrigen Schaden,PP,Mercurius-1667,32112434,der unsrigen,NP,prae,605,n,n,NA,2
32112948,auff des Feindes Canonen-Schuß,PP,Mercurius-1667,32112951,des Feindes,NP,prae,606,n,n,NA,2
32113087,des Herrn Conventry naher Befreundter gestern anhero gebracht / der auch diese Action auff der Themse selbst angesehen hat,NP,Mercurius-1667,32113086,des Herrn Conventry,NP,prae,607,j,n,NA,3
32113138,Aus des H. Admiral Lieutenants von der Ney Esquadre / so vor der Revier von Londen liegt,PP,Mercurius-1667,32113141,des H. Admiral Lieutenants von der Ney,NP,prae,608,j,n,NA,7
32113417,Von des Herrn Adm. de Reuters Verrichtungen,PP,Mercurius-1667,32113421,des Herrn Adm. de Reuters,NP,prae,609,j,n,NA,5
32113610,ob des Groß-Veziers in Candien schlechten Progressen,PP,Mercurius-1667,32113612,des Groß-Veziers in Candien,NP,prae,610,n,n,NA,4
32113941,Des Schwedischen Reichs-Feld-Herrn H Gr. Excellentz,NP,Mercurius-1667,32113940,Des Schwedischen Reichs-Feld-Herrn,NP,prae,611,n,n,NA,3
32113994,von des Duc de Crequi Reutern,PP,Mercurius-1667,32113996,des Duc de Crequi,NP,prae,612,j,n,NA,4
32114434,den Strand / Hafen und Stadt,NP,Mercurius-1667,32114433,den Strand,NP,prae,613,n,n,NA,2
32114720,dieser Crone Legatus daselbst / Herr Radzyowsky,NP,Mercurius-1667,32114719,dieser Crone,NP,prae,614,n,n,NA,2
32114985,in dessen Possession / der sie hat,PP,Mercurius-1667,32114988,dessen Possession / der sie hat,NP,prae,615,n,j,NA,6
32115295,gegen dieses Stats Ratifification,PP,Mercurius-1667,32115298,dieses Stats,NP,prae,616,n,n,NA,2
32115746,aus seines Königes Befehle,PP,Mercurius-1667,32115750,seines Königes,NP,prae,617,n,n,NA,2
32115874,so vieler Völcker / Gelder / Zeiten und Gelegenheiten,CNP,Mercurius-1667,32115873,so vieler Völcker,NP,prae,618,n,n,NA,3
32115890,ja seines eigenen Todes Fall,NP,Mercurius-1667,32115892,seines eigenen Todes,NP,prae,619,n,n,NA,3
32116010,zu der Landleuthe höchstem Verlangen,PP,Mercurius-1667,32116013,der Landleuthe,NP,prae,620,n,n,NA,2
32116284,seines Königes Briefe,NP,Mercurius-1667,32116283,seines Königes,NP,prae,621,n,n,NA,2
32116396,seines Königes Briefe / welche bereits sollen angekommen seyn,NP,Mercurius-1667,32116395,seines Königes,NP,prae,622,n,n,NA,2
32116768,dieses Reiches Krieges-Floote,NP,Mercurius-1667,32116767,dieses Reiches,NP,prae,623,n,n,NA,2
32116945,Der Hochmögenden Herrn Staten Ambassadeur in Franckreich,NP,Mercurius-1667,32116944,Der Hochmögenden Herrn Staten,NP,prae,624,n,n,NA,4
32116991,dieser Crone Legatens / so bey der Ottomannischen Pforten negotyret hat,NP,Mercurius-1667,32116990,dieser Crone,NP,prae,625,n,n,NA,2
32117073,des Türckischen Keysers Meynung,NP,Mercurius-1667,32117072,des Türckischen Keysers,NP,prae,626,n,n,NA,3
32117148,unter des Tartar Chams Protection un~ Promotion,PP,Mercurius-1667,32117150,des Tartar Chams,NP,prae,627,n,n,NA,3
32117256,2. Manns Länge,NP,Mercurius-1667,32117255,2. Manns,NP,prae,628,n,n,NA,2
32117567,Auff des Herrn Admiral de Reuters Floote,PP,Mercurius-1667,32117572,des Herrn Admiral de Reuters,NP,prae,629,j,n,NA,5
32118065,aller Leute Rede vom Frieden,NP,Mercurius-1667,32118064,aller Leute,NP,prae,630,n,n,NA,2
32118268,ohne ihrer Obern Officirer Consens,PP,Mercurius-1667,32118270,ihrer Obern Officirer,NP,prae,631,n,n,NA,3
32118480,der feindlichen Parthey Intention,NP,Mercurius-1667,32118479,der feindlichen Parthey,NP,prae,632,n,n,NA,3
32118653,in ihres Admirals Nahmen,PP,Mercurius-1667,32118655,ihres Admirals,NP,prae,633,n,n,NA,2
32118717,ohne ihres Admirals Ordre,PP,Mercurius-1667,32118720,ihres Admirals,NP,prae,634,n,n,NA,2
32118760,an ihrer Floote Boort,PP,Mercurius-1667,32118763,ihrer Floote,NP,prae,635,n,n,NA,2
32118888,an der Floote Boord,PP,Mercurius-1667,32118891,der Floote,NP,prae,636,n,n,NA,2
32118924,an seines Schiffes Seiten,PP,Mercurius-1667,32118926,seines Schiffes,NP,prae,637,n,n,NA,2
32118966,als eine sondersam des Admirals beschehene Ordre,PP,Mercurius-1667,32118971,des Admirals,NP,prae,638,n,n,NA,2
32119046,vor des Admirals Cabinet empfangen . Woselbst der Chev. Jonathan sein Gewerb in des Hn. Grafen von Bath Nahmen anbrachte und dem H. Admiral ein Tafel-Geschenck præsentirte,PP,Mercurius-1667,32119048,des Admirals,NP,prae,639,n,n,NA,2
32119064,in des Hn. Grafen von Bath Nahmen,PP,Mercurius-1667,32119066,des Hn. Grafen von Bath,NP,prae,640,j,n,NA,5
32119103,vor des Friedens Publication,PP,Mercurius-1667,32119105,des Friedens,NP,prae,641,n,n,NA,2
32119130,des Königes Gesundheit,NP,Mercurius-1667,32119129,des Königes,NP,prae,642,n,n,NA,2
32119143,Bey der Herren Staten Gesundheit aber,PP,Mercurius-1667,32119147,der Herren Staten,NP,prae,643,n,n,NA,3
32119233,dieses Jahres Früchten,NP,Mercurius-1667,32119232,dieses Jahres,NP,prae,644,n,n,NA,2
32119534,aus eines Elefanten Schnabel,PP,Mercurius-1667,32119536,eines Elefanten,NP,prae,645,n,n,NA,2
32120534,der Türcken in einem hitzigen Außfalle auff 2. Forten durch angezündete Minen bey 4000.,NP,Mercurius-1667,32120533,der Türcken,NP,prae,646,n,n,NA,2
32120744,in des Feindes Dessainen,PP,Mercurius-1667,32120746,des Feindes,NP,prae,647,n,n,NA,2
32120944,der Soldaten Assistentz,NP,Mercurius-1667,32120943,der Soldaten,NP,prae,648,n,n,NA,2
32121009,I. Königl. Mayt. Quartier,NP,Mercurius-1667,32121008,I. Königl. Mayt.,NP,prae,649,n,n,NA,3
32121073,derer / so den Außfall gethan hatten / viel,NP,Mercurius-1667,32121072,derer / so den Außfall gethan hatten,NP,prae,650,n,n,NA,7
32121895,wegen der Kriegs Völcker Auffbruch,PP,Mercurius-1667,32121898,der Kriegs Völcker,NP,prae,651,n,n,NA,3
32121959,Dieser Stadt Baronen,NP,Mercurius-1667,32121958,Dieser Stadt,NP,prae,652,n,n,NA,2
32121971,in des jetzigen Papstes Bluts-Verwandten Freundschafft,PP,Mercurius-1667,32121974,des jetzigen Papstes Bluts-Verwandten,NP,prae,653,n,n,NA,4
32121974,des jetzigen Papstes Bluts-Verwandten,NP,Mercurius-1667,32121973,des jetzigen Papstes,NP,prae,654,n,n,NA,3
32122175,von der unsrigen gesprungenen Minen,PP,Mercurius-1667,32122177,der unsrigen,NP,prae,655,n,n,NA,2
32122701,von der Frantzosen grossen Verlust und kleiner Verrichtung vor Rüssel,PP,Mercurius-1667,32122703,der Frantzosen,NP,prae,656,n,n,NA,2
32123347,der unsrigen Arriergarde,NP,Mercurius-1667,32123346,der unsrigen,NP,prae,657,n,n,NA,2
32123461,auff eines Soldaten Rücken,PP,Mercurius-1667,32123463,eines Soldaten,NP,prae,658,n,n,NA,2
32123805,von des Herrn Admiral de Reuters Floote,PP,Mercurius-1667,32123807,des Herrn Admiral de Reuters,NP,prae,659,j,n,NA,5
32123896,nach welcher sich aller Menschen Verlangen,NP,Mercurius-1667,32123901,aller Menschen,NP,prae,660,n,n,NA,2
32124284,des Reiches Libertät,NP,Mercurius-1667,32124283,des Reiches,NP,prae,661,n,n,NA,2
32124726,durch der unsrigen tapffere Gegenwehr,PP,Mercurius-1667,32124728,der unsrigen,NP,prae,662,n,n,NA,2
32125392,in des Königes Gnade,PP,Mercurius-1667,32125394,des Königes,NP,prae,663,n,n,NA,2
32125573,des H. Admiral de Reuters Verrichtung vor den Sorles und vor dem Eylande Scilly,NP,Mercurius-1667,32125572,des H. Admiral de Reuters,NP,prae,664,j,n,NA,5
32125827,mit dieser beyder Krohnen Differentien,PP,Mercurius-1667,32125829,dieser beyder Krohnen,NP,prae,665,n,n,NA,3
32127119,von des Polnischen Legaten H. Radzieusky Suite,PP,Mercurius-1667,32127122,des Polnischen Legaten H. Radzieusky,NP,prae,666,j,n,NA,5
32127645,des Volcks Aug,NP,Mercurius-1667,32127644,des Volcks,NP,prae,667,n,n,NA,2
32127996,von anderer hoher Printzen Ankunfft,PP,Mercurius-1667,32127998,anderer hoher Printzen,NP,prae,668,n,n,NA,3
32129910,nach der Türcken begehren,PP,Mercurius-1667,32129913,der Türcken,NP,prae,669,n,n,NA,2
32130041,Welcher Victorie Confirmation,NP,Mercurius-1667,32130040,Welcher Victorie,NP,prae,670,j,n,NA,2
32130189,Von der benachbarten Kriegs-Völcker still liegen,PP,Mercurius-1667,32130193,der benachbarten Kriegs-Völcker,NP,prae,671,n,n,NA,3
32130231,bey des H. Cammer-Rahts Hn Christian Lorentzens F. Tochter jungen Erben,PP,Mercurius-1667,32130235,des H. Cammer-Rahts Hn Christian Lorentzens F. Tochter,NP,prae,672,j,n,NA,8
32130235,des H. Cammer-Rahts Hn Christian Lorentzens F. Tochter,NP,Mercurius-1667,32130234,des H. Cammer-Rahts Hn Christian Lorentzens,NP,prae,673,j,n,NA,6
32130393,durch der unsern angelegtes Feuer,PP,Mercurius-1667,32130395,der unsern,NP,prae,674,n,n,NA,2
32130424,durch der unsrigen grossen Außfall,PP,Mercurius-1667,32130426,der unsrigen,NP,prae,675,n,n,NA,2
32130743,mit dieses Reiches hohen Ministris,PP,Mercurius-1667,32130746,dieses Reiches,NP,prae,676,n,n,NA,2
32132148,von der Türcken Verlust in der Schantze Moccenice,PP,Mercurius-1667,32132150,der Türcken,NP,prae,677,n,n,NA,2
32132652,in der Cantonen Versamlung zu Baden,PP,Mercurius-1667,32132656,der Cantonen,NP,prae,678,n,n,NA,2
32133016,seines Sohns Compagnie,NP,Mercurius-1667,32133015,seines Sohns,NP,prae,679,n,n,NA,2
32133218,der Landleuthe Klagen hierüber,NP,Mercurius-1667,32133217,der Landleuthe,NP,prae,680,n,n,NA,2
32133236,wegen des Königes Abwesenheit,PP,Mercurius-1667,32133238,des Königes,NP,prae,681,n,n,NA,2
32133253,als bey seiner grossen Authorität Gegenwart,PP,Mercurius-1667,32133256,seiner grossen Authorität,NP,prae,682,n,n,NA,3
32134389,des Königes Bruder,NP,Mercurius-1667,32134388,des Königes,NP,prae,683,n,n,NA,2
32134736,in Milord Aibaye Hauß,PP,Mercurius-1667,32134738,Milord Aibaye,NP,prae,684,j,n,NA,2
32135137,I. K. M. Wille,NP,Mercurius-1667,32135136,I. K. M.,NP,prae,685,n,n,NA,3
32136151,zu besagter Völcker Unterhaltung,PP,Mercurius-1667,32136155,besagter Völcker,NP,prae,686,n,n,NA,2
32136233,über des Reichs Vicariat,PP,Mercurius-1667,32136235,des Reichs,NP,prae,687,n,n,NA,2
32136263,des Königs von Franckreich Beystandt,NP,Mercurius-1667,32136262,des Königs von Franckreich,NP,prae,688,n,n,NA,4
32136324,Deß von I. Käys. M. wegen der Frantzosen Einfall in die Spannische Niederlande an die Chur- und Fürsten am Reyhne abgeschickten Herrn Grafens von Sinzendorffs Bericht / wessen sich höchstgedachte Häupter wegen assistirung besagter Niederlande erklähren / wie auch wegen eine Ligue / durch welche man in diesem Winter eine ansehentliche Armee zu versamlen gedencket / wider des Reiches Feinde damit zu agiren,NP,Mercurius-1667,32136323,Deß von I. Käys. M. wegen der Frantzosen Einfall in die Spannische Niederlande an die Chur- und Fürsten am Reyhne abgeschickten Herrn Grafens von Sinzendorffs,NP,prae,689,j,n,NA,25
32136333,wegen der Frantzosen Einfall in die Spannische Niederlande,PP,Mercurius-1667,32136335,der Frantzosen,NP,prae,690,n,n,NA,2
32136405,wider des Reiches Feinde,PP,Mercurius-1667,32136408,des Reiches,NP,prae,691,n,n,NA,2
32136454,auff der Ottomannischen Pforten,PP,Mercurius-1667,32136456,der Ottomannischen,NP,prae,692,n,n,NA,2
32136954,Des Volckes Liebe zu diesem Pabste,NP,Mercurius-1667,32136953,Des Volckes,NP,prae,693,n,n,NA,2
32137828,Der Frantzosen grosser Schade bey Martenico,NP,Mercurius-1667,32137827,Der Frantzosen,NP,prae,694,n,n,NA,2
32137932,Von der Ost Indischen Schiffe Annäherung,PP,Mercurius-1667,32137936,der Ost Indischen Schiffe,NP,prae,695,n,n,NA,4
32138208,Der Orientalischen Kauff-Compagnie Verwaltere,NP,Mercurius-1667,32138207,Der Orientalischen Kauff-Compagnie,NP,prae,696,n,n,NA,3
32138264,wegen I. K. M. der Käyerin glückseelige Gebuhrt,PP,Mercurius-1667,32138266,I. K. M. der Käyerin,NP,prae,697,n,n,NA,5
32138345,nach eines Hamburgischen Kauffmanns schön gelegenem Garten an der Elbe,PP,Mercurius-1667,32138347,eines Hamburgischen Kauffmanns,NP,prae,698,n,n,NA,3
32138804,von der Türcken Furte,PP,Mercurius-1667,32138808,der Türcken,NP,prae,699,n,n,NA,2
32139091,mit des H. Cardinals Vendosme Equipagie,PP,Mercurius-1667,32139093,des H. Cardinals Vendosme,NP,prae,700,n,n,NA,4
32139256,Des Parlaments Session,NP,Mercurius-1667,32139255,Des Parlaments,NP,prae,701,n,n,NA,2
32139611,der Königin Leichnam mit dero Comitat,NP,Mercurius-1667,32139610,der Königin,NP,prae,702,n,n,NA,2
32139682,Der Englischen Kriegs-Schiffe sollen in diesem Treffen nur 32.,NP,Mercurius-1667,32139681,Der Englischen Kriegs-Schiffe,NP,prae,703,n,n,NA,3
32140394,durch des Henckers Hand,PP,Mercurius-1667,32140397,des Henckers,NP,prae,704,n,n,NA,2
32140407,aus I. K. Maytt. von Schweden Gebiete,PP,Mercurius-1667,32140409,I. K. Maytt. von Schweden,NP,prae,705,n,n,NA,5
32140592,alle seines Hauses Anverwandte,NP,Mercurius-1667,32140596,seines Hauses,NP,prae,706,n,n,NA,2
32141068,auf verarrestirten anderer Nationen Schiffen,PP,Mercurius-1667,32141071,anderer Nationen,NP,prae,707,n,n,NA,2
32141304,des Galera Contarina,NP,Mercurius-1667,32141303,des Galera,NP,prae,708,n,n,NA,2
32141809,Des Königes Schweitzer,NP,Mercurius-1667,32141808,Des Königes,NP,prae,709,n,n,NA,2
32142036,als des Duglassischen Regiments Zurückgang nach Franckreich,NP,Mercurius-1667,32142038,des Duglassischen Regiments,NP,prae,710,n,n,NA,3
32142091,nach des Niederländischen Ambassadeurs / Herrn Meermans / Ankunfft,PP,Mercurius-1667,32142093,des Niederländischen Ambassadeurs / Herrn Meermans,NP,prae,711,j,n,NA,6
32142295,Von I. C F. Durchl. von Brandenburg Hierher-Reise,PP,Mercurius-1667,32142299,I. C F. Durchl. von Brandenburg,NP,prae,712,j,n,NA,6
32142318,selbiger CurFürstin H. s. G. Leichen-Beerdigung,NP,Mercurius-1667,32142317,selbiger CurFürstin H. s. G.,NP,prae,713,n,n,NA,5
32142759,Des Abts Rospigliosi langsame Ankunfft / welches ein schwerer Fall verursachet,NP,Mercurius-1667,32142758,Des Abts Rospigliosi,NP,prae,714,j,n,NA,3
32142827,auß der Chigianer Außgang,PP,Mercurius-1667,32142830,der Chigianer,NP,prae,715,n,n,NA,2
32142915,durch unsrer Leute Tapfferkeit,PP,Mercurius-1667,32142917,unsrer Leute,NP,prae,716,n,n,NA,2
32143113,Der Türcken sollen in dieser Action bey 7000.,NP,Mercurius-1667,32143112,Der Türcken,NP,prae,717,n,n,NA,2
32143128,der unsrigen aber bey 1000.,NP,Mercurius-1667,32143127,der unsrigen,NP,prae,718,n,n,NA,2
32143151,Der Päbst. Officirer sind bereits in 400.,NP,Mercurius-1667,32143150,Der Päbst. Officirer,NP,prae,719,n,n,NA,3
32143526,Der Türcken grosser Verlust von 7000. Mann vor Candia,NP,Mercurius-1667,32143525,Der Türcken,NP,prae,720,n,n,NA,2
32143985,eines Adlers Zeit,NP,Mercurius-1667,32143984,eines Adlers,NP,prae,721,n,n,NA,2
32144016,des Türcken Monden-Schein,NP,Mercurius-1667,32144015,des Türcken,NP,prae,722,n,n,NA,2
32144033,auff I. K. M. Befehl,PP,Mercurius-1667,32144035,I. K. M.,NP,prae,723,n,n,NA,3
32144862,Des Herrn Cantzlers neu gezeichnete Werb-Commissiones,NP,Mercurius-1667,32144861,Des Herrn Cantzlers,NP,prae,724,j,n,NA,3
32144925,Dieses Reiches Zölle,NP,Mercurius-1667,32144924,Dieses Reiches,NP,prae,725,n,n,NA,2
32145122,seines ältesten und neulich verstorbenen Bruders Titul,NP,Mercurius-1667,32145121,seines ältesten und neulich verstorbenen Bruders,NP,prae,726,n,n,NA,6
32145773,des Groß-Fürsten in der Moßkau ältesten Sohn,NP,Mercurius-1667,32145772,des Groß-Fürsten in der Moßkau,NP,prae,727,j,n,NA,5
32145877,zu allen Consiliis vorhabender Operation,PP,Mercurius-1667,32145881,allen Consiliis,NP,prae,728,n,n,NA,2
32146905,mit Ihr. Maytt. Hochseeligster Gedächtnüß Stam~-Wappen,PP,Mercurius-1667,32146908,Ihr. Maytt.,NP,prae,729,n,n,NA,2
32147442,ungeachtet Ihrer Königl. Majestät von Groß-Britannien Mediation,PP,Mercurius-1667,32147446,Ihrer Königl. Majestät von Groß-Britannien,NP,prae,730,j,n,NA,5
32147781,wegen der verwittibten Käyserin Vermählung,PP,Mercurius-1667,32147783,der verwittibten Käyserin,NP,prae,731,n,n,NA,3
32148820,beyder höchstbesagten Könige Vollmachten und Procurationes,NP,Mercurius-1667,32148819,beyder höchstbesagten Könige,NP,prae,732,n,n,NA,3
32149272,dieses Tractats Unterzeichnung,NP,Mercurius-1667,32149271,dieses Tractats,NP,prae,733,n,n,NA,2
32149804,DEr Moßkowitischen Gesandschafft Anbringen,NP,Mercurius-1667,32149803,DEr Moßkowitischen Gesandschafft,NP,prae,734,n,n,NA,3
32149904,der Türcken Vorhaben,NP,Mercurius-1667,32149903,der Türcken,NP,prae,735,n,n,NA,2
32149945,Ihr. Käys. Maytt. zu Diensten,PP,Mercurius-1667,32149944,Ihr. Käys. Maytt.,NP,prae,736,n,n,NA,3
32150392,in dieser Republicq göldenes Adelbuch,PP,Mercurius-1667,32150396,dieser Republicq,NP,prae,737,n,n,NA,2
32150449,des verstorbenen Herrn Baroni Charge,NP,Mercurius-1667,32150448,des verstorbenen Herrn Baroni,NP,prae,738,n,n,NA,4
32151132,auf S. Aller Christlichsten Majestät Ordre,PP,Mercurius-1667,32151134,S. Aller Christlichsten Majestät,NP,prae,739,n,n,NA,4
32151176,vor oder nach des Krieges Declaration,PP,Mercurius-1667,32151180,des Krieges,NP,prae,740,n,n,NA,2
32151524,nach der Völcker gute~ Glauben,PP,Mercurius-1667,32151526,der Völcker,NP,prae,741,n,n,NA,2
32151861,bey des verstorbenen Papsts Regierung,PP,Mercurius-1667,32151863,des verstorbenen Papsts,NP,prae,742,n,n,NA,3
32152229,zu der Armee Bezahlung,PP,Mercurius-1667,32152231,der Armee,NP,prae,743,n,n,NA,2
32152561,des Hollandischen Ambassadeurs Herrn Merrmanns Anbringen,NP,Mercurius-1667,32152560,des Hollandischen Ambassadeurs Herrn Merrmanns,NP,prae,744,j,n,NA,5
32152618,selbigen Königes Bruder,NP,Mercurius-1667,32152617,selbigen Königes,NP,prae,745,n,n,NA,2
32152642,Des alten Herrn Cantzlers überauß köstliches neues Geben allhier,NP,Mercurius-1667,32152641,Des alten Herrn Cantzlers,NP,prae,746,n,n,NA,4
32153103,in des Feindes Land,PP,Mercurius-1667,32153105,des Feindes,NP,prae,747,n,n,NA,2
32153654,über das der besagten Compagnie Commercien,PP,Mercurius-1667,32153658,der besagten Compagnie,NP,prae,748,n,n,NA,3
32154268,des Volckes Verlangen,NP,Mercurius-1667,32154267,des Volckes,NP,prae,749,n,n,NA,2
32154294,mit des M. Pallavicino naher Befreundtin,PP,Mercurius-1667,32154296,des M. Pallavicino,NP,prae,750,j,n,NA,3
32154317,nach des Vaters Tode,PP,Mercurius-1667,32154321,des Vaters,NP,prae,751,n,n,NA,2
32154328,nach ihres Oheimbs Tode,PP,Mercurius-1667,32154331,ihres Oheimbs,NP,prae,752,n,n,NA,2
32154545,des Primo Veziers ungestühmen Befehlen,NP,Mercurius-1667,32154544,des Primo Veziers,NP,prae,753,n,n,NA,3
32154568,in des Todes Rachen,PP,Mercurius-1667,32154570,des Todes,NP,prae,754,n,n,NA,2
32155033,Bey I. K. M. Abreise von Crakau,PP,Mercurius-1667,32155036,I. K. M.,NP,prae,755,n,n,NA,3
32155916,des Römischen Reiches Unruh,NP,Mercurius-1667,32155918,Römischen Reiches,NP,prae,756,n,n,NA,2
32156610,Der Tartarn und Cosacken starcke Einfälle und unmenschliche Tyranneyen,NP,Mercurius-1667,32156609,Der Tartarn und Cosacken,NP,prae,757,n,n,NA,4
32157247,Auf I. K. Maytt. von Groß Britannien Befehl,PP,Mercurius-1667,32157250,I. K. Maytt. von Groß Britannien,NP,prae,758,j,n,NA,6
32157278,I. K. M. Drucker,NP,Mercurius-1667,32157277,I. K. M.,NP,prae,759,n,n,NA,3
32157364,des andern Ehre und Vortheil,NP,Mercurius-1667,32157363,des andern,NP,prae,760,n,n,NA,2
32157826,von der Crone Pohlen schlechtem Zustande,PP,Mercurius-1667,32157829,der Crone Pohlen,NP,prae,761,n,n,NA,3
32157927,des Czarn Sohn,NP,Mercurius-1667,32157926,des Czarn,NP,prae,762,n,n,NA,2
32158046,zu ihrer Armee Verstärckung,PP,Mercurius-1667,32158048,ihrer Armee,NP,prae,763,n,n,NA,2
32158490,Der Crone Schweden extraord. Gesandter Herr Tungel,NP,Mercurius-1667,32158489,Der Crone Schweden,NP,prae,764,n,n,NA,3
32158889,zu des andern Præjuditz,PP,Mercurius-1667,32158892,des andern,NP,prae,765,n,n,NA,2
32158953,dieses gegenwärtigen Tractats Unterschreibung,NP,Mercurius-1667,32158952,dieses gegenwärtigen Tractats,NP,prae,766,n,n,NA,3
32159100,einem des Königes von Groß Britannien Unterthanen in bemeldter Insul,NP,Mercurius-1667,32159102,des Königes von Groß Britannien,NP,prae,767,n,n,NA,5
32159222,des höchstbesagten Aller Christl. Königes Unterthanen,NP,Mercurius-1667,32159221,des höchstbesagten Aller Christl. Königes,NP,prae,768,n,n,NA,5
32159230,von des auch höchstbesagten Königes von Groß Britannien Unterthanen,PP,Mercurius-1667,32159233,des auch höchstbesagten Königes von Groß Britannien,NP,prae,769,n,n,NA,7
32159251,vor oder nach dieser gegenwärtigen Tractaten Unterschreibung,PP,Mercurius-1667,32159255,dieser gegenwärtigen Tractaten,NP,prae,770,n,n,NA,3
32159602,wegen ihrer Verweigerung,PP,Mercurius-1667,32159604,ihrer Verweigerung,NP,prae,771,n,n,NA,2
32159757,bey so hoher Häupter Zusam~enkunfft,PP,Mercurius-1667,32159760,so hoher Häupter,NP,prae,772,n,n,NA,3
32159945,zu des Volcks Freude,PP,Mercurius-1667,32159947,des Volcks,NP,prae,773,n,n,NA,2
