tok	satz_id	graphtoken	syntoken_id	syntoken_tok_id	graphtoken_id	syntoken_belebtheit	graphtoken_pos	syntoken_lemma	satz_ambig	syntoken	graphtoken_lemma	syntoken_pos	graphtoken_initial	syntoken_ambig	graphtoken_orth	graphtoken_belebtheit	add_place	add_id	label_place	label_id	meta..doc	Year	Place	SENT_INT	upperCase	Animacy	Animacy3	LemmaFreq	LogFreq	Animacy6
thuer	20671	thuer	20319	5537	15088	konkret	NN	tür	false	thuer	tür	NN	t	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	30	1.47712125471966	1
fraw	20672	fraw	20324	5562	15093	menschlich	NN	frau	false	fraw	frau	NN	f	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	197	2.29446622616159	3
man	20672	man	20328	5580	15097	menschlich	NN	mann	false	man	mann	NN	m	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	119	2.07554696139253	3
Man	20673	Man	20345	5679	15114	menschlich	NN	mann	false	Man	mann	NN	M	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	119	2.07554696139253	3
muhle	20676	muhle	20371	5866	15142	konkret	NN	mühle	false	muhle	mühle	NN	m	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	8	0.903089986991944	1
weib	20676	weib	20378	5904	15149	menschlich	NN	weib	false	weib	weib	NN	w	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	130	2.11394335230684	3
Muhle	20677	Muhle	20395	5996	15167	konkret	NN	mühle	false	Muhle	mühle	NN	M	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	8	0.903089986991944	1
weib	20679	weib	20434	6217	15206	menschlich	NN	weib	false	weib	weib	NN	w	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	130	2.11394335230684	3
anwesenheit	20680	anwesenheit	20457	6344	15229	abstrakt	NN	anwesenheit	false	anwesenheit	anwesenheit	NN	a	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	2	0.301029995663981	0
leuten	20680	leuten	20464	6396	15236	menschlich Kollektivum	NN	leute	false	leuten	leute	NN	l	false	lowerCase	menschlich Kollektivum	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	69	1.83884909073726	3
Muhle	20680	Muhle	20470	6431	15242	konkret	NN	mühle	false	Muhle	mühle	NN	M	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	8	0.903089986991944	1
Tochter-	20681	Tochter-	17494	6468	15249	menschlich	NN	*	false	Tochter- Sohn	tochter	NN	T	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	69	1.83884909073726	3
Sohn	20681	Sohn	17494	6468	15250	menschlich	NN	*	false	Tochter- Sohn	sohn	NN	S	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	68	1.83250891270624	3
weibe	20682	weibe	20495	6567	15269	menschlich	NN	weibe	false	weibe	weibe	NN	w	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	2	0.301029995663981	3
Muhle	20682	Muhle	20502	6618	15276	konkret	NN	mühle	false	Muhle	mühle	NN	M	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	8	0.903089986991944	1
Stadt	20683	Stadt	20519	6712	15293	konkret	NN	stadt	false	Stadt	stadt	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	23	1.36172783601759	1
tage	20686	tage	20555	6934	15331	abstrakt Maß	NN	tag	false	tage	tag	NN	t	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	117	2.06818586174616	0
ende	20687	ende	20581	7059	15357	abstrakt	NN	ende	false	ende	ende	NN	e	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	22	1.34242268082221	0
gefehrtinne	20689	gefehrtinne	17533	7233	15387	menschlich	NN	gefährtin	false	gefehrtinne	gefährtin	NN	g	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	1	0	3
Jahren	20690	Jahren	17550	7319	15404	abstrakt Maß	NN	jahr	false	Jahren	jahr	NN	J	false	upperInitial	abstrakt Maß	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	0	0	305	2.48429983934679	0
Sohn	20690	Sohn	17553	7350	15408	menschlich	NN	sohn	false	Sohn	sohn	NN	S	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	68	1.83250891270624	3
leute	20690	leute	17567	7438	15422	menschlich Kollektivum	NN	leute	false	leute	leute	NN	l	false	lowerCase	menschlich Kollektivum	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	69	1.83884909073726	3
raht	20691	raht	17585	7531	15440	abstrakt	NN	rat	false	raht	rat	NN	r	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	35	1.54406804435028	0
windt	20693	windt	17603	7628	15459	abstrakt	NN	wind	false	windt	wind	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	9	0.954242509439325	0
tage	20696	tage	17631	7787	15487	abstrakt	NN	tag	false	tage	tag	NN	t	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	117	2.06818586174616	0
Gerichts	20696	Gerichts	17469	7910	15507	menschlich	NN	*	false	Gerichts Aßeßorn	gericht	NB	G	true	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	27	1.43136376415899	1
Stadt-	20696	Stadt-	17395	7951	15513	menschlich	NN	stadtschreiber	false	Stadt- schreibern	stadt	NB	S	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	23	1.36172783601759	1
Rahthauß	20696	Rahthauß	17658	7990	15518	konkret	NN	rathaus	false	Rahthauß	rathaus	NN	R	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	11	1.04139268515823	1
warheit	20698	warheit	17677	8104	15537	abstrakt	NN	wahrheit	false	warheit	wahrheit	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	37	1.56820172406699	0
guete	20698	guete	17679	8115	15539	abstrakt	NN	güte	false	guete	güte	NN	g	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	35	1.54406804435028	0
fall	20698	fall	17684	8148	15545	abstrakt	NN	fall	false	fall	fall	NN	f	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	9	0.954242509439325	0
frage	20698	frage	17691	8196	15552	abstrakt	NN	frage	false	frage	frage	NN	f	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	13	1.11394335230684	0
dingk	20702	dingk	17730	8428	15592	abstrakt	NN	ding	false	dingk	ding	NN	d	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	26	1.41497334797082	0
worten	20702	worten	17735	8454	15597	abstrakt	NN	wort	false	worten	wort	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	60	1.77815125038364	0
kraut	20703	kraut	17743	8495	15605	konkret	NN	kraut	false	kraut	kraut	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	26	1.41497334797082	1
dingk	20704	dingk	17750	8540	15613	abstrakt	NN	ding	false	dingk	ding	NN	d	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	26	1.41497334797082	0
kraut	20707	kraut	17767	8628	15630	konkret	NN	kraut	false	kraut	kraut	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	26	1.41497334797082	1
glocken	20708	glocken	17772	8652	15635	konkret	NN	glocke	false	glocken	glocke	NN	g	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	1	0	1
Meßen	20709	Meßen	17777	8680	15640	abstrakt	NN	messe	false	Meßen	messe	NN	M	false	upperInitial	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	0	0	1	0	0
Ewangelia	20710	Ewangelia	17782	8706	15645	abstrakt	NN	evangelie	false	Ewangelia	evangelie	NN	E	false	upperInitial	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	0	0	1	0	0
dingk	20711	dingk	17790	8760	15653	abstrakt	NN	ding	false	dingk	ding	NN	d	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	26	1.41497334797082	0
wunden	20713	wunden	17808	8853	15671	konkret	NN	wunde	false	wunden	wunde	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	4	0.602059991327962	1
schlagk	20714	schlagk	17822	8929	15685	abstrakt	NN	schlag	false	schlagk	schlag	NN	s	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	6	0.778151250383644	0
wort	20714	wort	17826	8964	15689	abstrakt	NN	wort	false	wort	wort	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	60	1.77815125038364	0
Man	20715	Man	17832	8996	15695	menschlich	NN	mann	false	Man	mann	NN	M	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	119	2.07554696139253	3
nahmen	20715	nahmen	17852	9094	15716	abstrakt	NN	name	false	nahmen	name	NN	n	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	97	1.98677173426624	0
Sohns	20715	Sohns	17508	9113	15720	übermenschlich positiv	NN	sohn	false	Sohns	sohn	NN	S	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	68	1.83250891270624	3
Geistes	20715	Geistes	17858	9136	15724	menschlich	NN	geist	false	Geistes	geist	NN	G	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	67	1.82607480270083	3
wort	20716	wort	17865	9183	15731	abstrakt	NN	wort	false	wort	wort	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	60	1.77815125038364	0
Sohns	20720	Sohns	17510	9312	15760	übermenschlich positiv	NN	sohn	false	Sohns	sohn	NN	S	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	68	1.83250891270624	3
Geistes	20720	Geistes	17892	9331	15763	übermenschlich positiv	NN	geist	false	Geistes	geist	NN	G	false	upperInitial	übermenschlich positiv	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	4	2	67	1.82607480270083	4
beine	20723	beine	17919	9455	15790	konkret Körperteil	NN	bein	false	beine	bein	NN	b	false	lowerCase	konkret Körperteil	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	17	1.23044892137827	1
Kirchhoff	20726	Kirchhoff	17945	9575	15816	konkret	NN	kirchhof	false	Kirchhoff	kirchhof	NN	K	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	4	0.602059991327962	1
mensch	20727	mensch	17952	9614	15823	menschlich	NN	mensch	false	mensch	mensch	NN	m	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	53	1.72427586960079	3
bergk	20730	bergk	18000	9895	15872	konkret	NN	berg	false	bergk	berg	NN	b	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	15	1.17609125905568	1
Teuffel	20731	Teuffel	18014	9969	15886	übermenschlich Teufel	NN	teufel	false	Teuffel	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	4	2	258	2.41161970596323	5
worten	20732	worten	18024	10021	15897	abstrakt	NN	wort	false	worten	wort	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	60	1.77815125038364	0
eil	20733	eil	18031	10072	15907	abstrakt	NN	eile	false	eil	eile	NN	e	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	1	0	0
stock	20734	stock	18038	10106	15914	konkret	NN	stock	false	stock	stock	NN	s	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	4	0.602059991327962	1
stock	20734	stock	18050	10173	15926	konkret	NN	stock	false	stock	stock	NN	s	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	4	0.602059991327962	1
Gott	20735	Gott	18057	10216	15934	übermenschlich positiv	NN	gott	false	Gott	gott	NN	G	false	upperInitial	übermenschlich positiv	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	4	2	189	2.27646180417324	4
Bulen	20736	Bulen	17406	10258	15942	übermenschlich Teufel	NN	buhle	false	Bulen	buhle	NN	B	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	80	1.90308998699194	3
Pfert	20739	Pfert	18095	10444	15975	tierisch	NN	pferd	false	Pfert	pferd	NN	P	false	upperInitial	tierisch	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	2	2	44	1.64345267648619	2
augen	20740	augen	18120	10566	16000	konkret Körperteil	NN	auge	false	augen	auge	NN	a	false	lowerCase	konkret Körperteil	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	31	1.49136169383427	1
gruene	20742	gruene	18148	10714	16029	abstrakt	NN&lt;ADJ	grüne	false	gruene	grüne	NN&lt;ADJ	g	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	1	0	0
wege	20743	wege	18164	10799	16045	konkret	NN	weg	false	wege	weg	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	25	1.39794000867204	1
berge	20744	berge	18177	10865	16059	konkret	NN	berg	false	berge	berg	NN	b	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	15	1.17609125905568	1
kleider	20750	kleider	18214	11045	16097	konkret	NN	kleid	false	kleider	kleid	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	23	1.36172783601759	1
kleider	20751	kleider	18226	11117	16110	konkret	NN	kleid	false	kleider	kleid	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	23	1.36172783601759	1
Sontags	20751	Sontags	18229	11131	16113	abstrakt	NN	sonntag	false	Sontags	sonntag	NN	S	false	upperInitial	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	0	0	6	0.778151250383644	0
wambs	20751	wambs	18233	11153	16117	konkret	NN	wams	false	wambs	wams	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	3	0.477121254719662	1
bulen	20752	bulen	17414	11219	16128	übermenschlich Teufel	NN	buhle	false	bulen	buhle	NN	b	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	80	1.90308998699194	3
Thurm	20752	Thurm	18250	11286	16138	konkret	NN	turm	false	Thurm	turm	NN	T	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	6	0.778151250383644	1
Teuffel	20753	Teuffel	18260	11347	16148	übermenschlich Teufel	NN	teufel	false	Teuffel	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	4	2	258	2.41161970596323	5
Teufel	2	Teufel	18272	11414	16160	übermenschlich Teufel	NN	teufel	false	Teufel	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	4	2	258	2.41161970596323	5
Rahthauß	2	Rahthauß	18276	11447	16166	konkret	NN	rathaus	false	Rahthauß	rathaus	NN	R	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	11	1.04139268515823	1
kese	20757	kese	18293	11539	16183	konkret	NN	käse	false	kese	käse	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	2	0.301029995663981	1
Teufel	20758	Teufel	18304	11599	16194	übermenschlich Teufel	NN	teufel	false	Teufel	teufel	NN	T	false	upperInitial	übermenschlich Teufel	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	4	2	258	2.41161970596323	5
weggen	20758	weggen	18309	11631	16199	konkret	NN	wecken	false	weggen	wecken	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	2	0.301029995663981	1
kleider	20760	kleider	18327	11735	16217	konkret	NN	kleid	false	kleider	kleid	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	23	1.36172783601759	1
kleider	20760	kleider	18334	11774	16224	konkret	NN	kleid	false	kleider	kleid	NN	k	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	23	1.36172783601759	1
Schußel	20762	Schußel	18349	11851	16240	konkret	NN	schüssel	false	Schußel	schüssel	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	6	0.778151250383644	1
weggen	20763	weggen	18354	11880	16245	konkret	NN	wecken	false	weggen	wecken	NN	w	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	2	0.301029995663981	1
bule	20764	bule	17418	11936	16254	übermenschlich Teufel	NN	buhle	false	bule	buhle	NN	b	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	80	1.90308998699194	3
Affe	20764	Affe	18368	11961	16260	tierisch	NN	affe	false	Affe	affe	NN	A	false	upperInitial	tierisch	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	2	2	1	0	2
rauch	3	rauch	18374	11989	16266	abstrakt	NN	rauch	false	rauch	rauch	NN	r	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	1	0	0
frawen	20769	frawen	18391	12073	16284	menschlich	NN	frau	false	frawen	frau	NN	f	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	197	2.29446622616159	3
menschen	20769	menschen	18395	12096	16288	menschlich	NN	mensch	false	menschen	mensch	NN	m	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	53	1.72427586960079	3
eigner	20770	eigner	18406	12155	16299	menschlich	NN&lt;ADJ	eigen	false	eigner	eigen	NN&lt;ADJ	e	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	3	0.477121254719662	3
Thurm	20771	Thurm	18433	12285	16327	konkret	NN	turm	false	Thurm	turm	NN	T	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	6	0.778151250383644	1
tage	20771	tage	18441	12325	16335	abstrakt Maß	NN	tag	false	tage	tag	NN	t	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	117	2.06818586174616	0
warme	20771	warme	18447	12361	16342	abstrakt	NN&lt;ADJ	warm	false	warme	warm	NN&lt;ADJ	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	1	0	0
beiden	20774	beiden	18489	12587	16385	menschlich	NN&lt;ORD	beide	false	beiden	beide	NN&lt;ORD	b	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	3	0.477121254719662	3
leide	20775	leide	18498	12636	16394	abstrakt	NN	leid	false	leide	leid	NN	l	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	10	1	0
Man	20776	Man	18505	12689	16403	menschlich	NN	mann	false	Man	mann	NN	M	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	119	2.07554696139253	3
guete	20777	guete	18521	12765	16419	abstrakt	NN	gut	false	guete	gut	NN	g	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	29	1.46239799789896	0
Gerichte	20777	Gerichte	17520	12784	16423	menschlich	NN	gericht	false	Gerichte	gericht	NN	G	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	27	1.43136376415899	1
witwen	20778	witwen	18539	12909	16440	menschlich	NN	witwe	false	witwen	witwe	NN	w	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	15	1.17609125905568	3
ochsen	20778	ochsen	18541	12922	16442	tierisch	NN	ochse	false	ochsen	ochse	NN	o	false	lowerCase	tierisch	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	2	2	6	0.778151250383644	2
Tochter	20779	Tochter	18550	12983	16452	menschlich	NN	tochter	false	Tochter	tochter	NN	T	false	upperInitial	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	3	2	69	1.83884909073726	3
bule	20779	bule	17431	13051	16463	übermenschlich Teufel	NN	buhle	false	bule	buhle	NN	b	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	80	1.90308998699194	3
Sehe	20780	Sehe	18569	13117	16475	konkret	NN	see	false	Sehe	see	NN	S	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	2	0.301029995663981	1
Ganß	20780	Ganß	18571	13127	16477	tierisch	NN	gans	false	Ganß	gans	NN	G	false	upperInitial	tierisch	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	2	2	8	0.903089986991944	2
Sünde	20780	Sünde	18587	13219	16494	abstrakt	NN	sünde	false	Sünde	sünde	NN	S	false	upperInitial	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	0	0	12	1.07918124604762	0
feder	20780	feder	17515	13235	16498	tierisch	NN	*	false	feder Vihe	feder	NN	f	true	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	12	1.07918124604762	1
beisein	20781	beisein	18602	13292	16511	abstrakt	NN&lt;VINF	beisein	false	beisein	beisein	NN&lt;VINF	b	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	15	1.17609125905568	0
Rahthause	20781	Rahthause	18632	13525	16545	konkret	NN	rathaus	false	Rahthause	rathaus	NN	R	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	11	1.04139268515823	1
bekantnuß	20782	bekantnuß	18644	13607	16557	abstrakt	NN	bekenntnis	false	bekantnuß	bekenntnis	NN	b	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	35	1.54406804435028	0
puncten	20782	puncten	18647	13641	16561	abstrakt	NN	punkt	false	puncten	punkt	NN	p	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	16	1.20411998265592	0
feure	20784	feure	18685	13846	16600	konkret	NN	feuer	false	feure	feuer	NN	f	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	28	1.44715803134222	1
worten	20785	worten	18692	13893	16607	abstrakt	NN	wort	false	worten	wort	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	60	1.77815125038364	0
Gott	20785	Gott	18697	13921	16612	übermenschlich positiv	NN	gott	false	Gott	gott	NN	G	false	upperInitial	übermenschlich positiv	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	4	2	189	2.27646180417324	4
Seele	20785	Seele	18700	13937	16615	abstrakt	NN	seele	false	Seele	seele	NN	S	false	upperInitial	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	0	0	22	1.34242268082221	0
warheit	20786	warheit	18705	13966	16620	abstrakt	NN	wahrheit	false	warheit	wahrheit	NN	w	false	lowerCase	abstrakt	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	37	1.56820172406699	0
ort	20789	ort	18741	14163	16656	konkret	NN	ort	false	ort	ort	NN	o	false	lowerCase	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	1	1	32	1.50514997831991	1
iharen	20790	iharen	18757	14250	16672	abstrakt Maß	NN	jahr	false	iharen	jahr	NN	i	false	lowerCase	abstrakt Maß	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	0	0	305	2.48429983934679	0
Rogken	20790	Rogken	18767	14310	16683	konkret	NN	roggen	false	Rogken	roggen	NN	R	false	upperInitial	konkret	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	1	1	2	0.301029995663981	1
Pfert	20790	Pfert	18793	14455	16709	tierisch	NN	pferd	false	Pfert	pferd	NN	P	false	upperInitial	tierisch	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	2	2	44	1.64345267648619	2
bulen	20792	bulen	17440	14543	16723	übermenschlich Teufel	NN	buhle	false	bulen	buhle	NN	b	false	lowerCase	menschlich	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	0	3	2	80	1.90308998699194	3
Pfert	20792	Pfert	18810	14569	16727	tierisch	NN	pferd	false	Pfert	pferd	NN	P	false	upperInitial	tierisch	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	2	2	44	1.64345267648619	2
Kuhe	20794	Kuhe	18832	14712	16749	tierisch	NN	kuh	false	Kuhe	kuh	NN	K	false	upperInitial	tierisch	NA	NA	NA	NA	Crivitz1642	1642	Crivitz	TRUE	1	2	2	73	1.86332286012046	2
